Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
SANTA FE,Caseros,Bigand,ADSL,82014040,372.0
SANTA FE,Caseros,Bigand,CABLEMODEM,82014040,1255.0
SANTA FE,Caseros,Bigand,WIRELESS,82014040,19.0
SANTA FE,Caseros,Casilda,ADSL,82014050,1829.0
SANTA FE,Caseros,Casilda,CABLEMODEM,82014050,2191.0
SANTA FE,Caseros,Casilda,FIBRA OPTICA,82014050,5046.0
SANTA FE,Caseros,Casilda,WIRELESS,82014050,1915.0
SANTA FE,Caseros,Chabás,ADSL,82014060,1010.0
SANTA FE,Caseros,Chabás,FIBRA OPTICA,82014060,620.0
SANTA FE,Caseros,Chabás,WIRELESS,82014060,32.0
SANTA FE,Caseros,Chañar Ladeado,ADSL,82014070,27.0
SANTA FE,Caseros,Chañar Ladeado,CABLEMODEM,82014070,522.0
SANTA FE,Caseros,Chañar Ladeado,FIBRA OPTICA,82014070,862.0
SANTA FE,Caseros,Gödeken,CABLEMODEM,82014080,531.0
SANTA FE,Caseros,Gödeken,FIBRA OPTICA,82014080,1.0
SANTA FE,Caseros,Los Molinos,ADSL,82014090,13.0
SANTA FE,Caseros,Los Molinos,CABLEMODEM,82014090,507.0
SANTA FE,Caseros,Los Molinos,WIRELESS,82014090,8.0
SANTA FE,Caseros,Los Nogales,CABLEMODEM,82014100,44.0
SANTA FE,Caseros,Los Quirquinchos,Otros,82014110,3.0
SANTA FE,Caseros,Los Quirquinchos,WIRELESS,82014110,828.0
SANTA FE,Caseros,San José de la Esquina,ADSL,82014120,49.0
SANTA FE,Caseros,San José de la Esquina,CABLEMODEM,82014120,1976.0
SANTA FE,Caseros,San José de la Esquina,WIRELESS,82014120,2.0
SANTA FE,Caseros,Sanford,ADSL,82014130,12.0
SANTA FE,Caseros,Sanford,FIBRA OPTICA,82014130,499.0
SANTA FE,Caseros,Villada,ADSL,82014140,62.0
SANTA FE,Caseros,Villada,CABLEMODEM,82014140,1.0
SANTA FE,Caseros,Villada,WIRELESS,82014140,4.0
SANTA FE,Castellanos,Aldao (Est. Casablanca),ADSL,82021010,17.0
SANTA FE,Castellanos,Aldao (Est. Casablanca),FIBRA OPTICA,82021010,678.0
SANTA FE,Castellanos,Aldao (Est. Casablanca),WIRELESS,82021010,54.0
SANTA FE,Castellanos,Angélica,ADSL,82021020,251.0
SANTA FE,Castellanos,Angélica,FIBRA OPTICA,82021020,356.0
SANTA FE,Castellanos,Angélica,WIRELESS,82021020,6.0
SANTA FE,Castellanos,Ataliva,ADSL,82021030,9.0
SANTA FE,Castellanos,Ataliva,CABLEMODEM,82021030,10.0
SANTA FE,Castellanos,Ataliva,FIBRA OPTICA,82021030,413.0
SANTA FE,Castellanos,Ataliva,WIRELESS,82021030,202.0
SANTA FE,Castellanos,Aurelia,WIRELESS,82021040,4.0
SANTA FE,Castellanos,Bauer y Sigel,ADSL,82021060,0.0
SANTA FE,Castellanos,Bauer y Sigel,WIRELESS,82021060,0.0
SANTA FE,Castellanos,Bella Italia,ADSL,82021070,14.0
SANTA FE,Castellanos,Bella Italia,CABLEMODEM,82021070,316.0
SANTA FE,Castellanos,Bella Italia,FIBRA OPTICA,82021070,2.0
SANTA FE,Castellanos,Bella Italia,WIRELESS,82021070,4.0
SANTA FE,Castellanos,Castellanos,CABLEMODEM,82021080,1.0
SANTA FE,Castellanos,Castellanos,WIRELESS,82021080,5.0
SANTA FE,Castellanos,Colonia Bicha,ADSL,82021090,72.0
SANTA FE,Castellanos,Colonia Bicha,FIBRA OPTICA,82021090,72.0
SANTA FE,Castellanos,Colonia Bicha,WIRELESS,82021090,47.0
SANTA FE,Castellanos,Colonia Cello,WIRELESS,82021100,29.0
SANTA FE,Castellanos,Colonia Margarita,CABLEMODEM,82021110,13.0
SANTA FE,Castellanos,Colonia Margarita,WIRELESS,82021110,2.0
SANTA FE,Castellanos,Colonia Raquel,ADSL,82021120,31.0
SANTA FE,Castellanos,Colonia Raquel,FIBRA OPTICA,82021120,31.0
SANTA FE,Castellanos,Colonia Raquel,WIRELESS,82021120,60.0
SANTA FE,Castellanos,Coronel Fraga,WIRELESS,82021130,49.0
SANTA FE,Castellanos,Esmeralda,CABLEMODEM,82021150,82.0
SANTA FE,Castellanos,Estación Clucellas,CABLEMODEM,82021160,179.0
SANTA FE,Castellanos,Estación Clucellas,WIRELESS,82021160,4.0
SANTA FE,Castellanos,Estación Saguier,CABLEMODEM,82021170,11.0
SANTA FE,Castellanos,Estación Saguier,WIRELESS,82021170,3.0
SANTA FE,Castellanos,Eusebia y Carolina,ADSL,82021180,27.0
SANTA FE,Castellanos,Eusebia y Carolina,FIBRA OPTICA,82021180,190.0
SANTA FE,Castellanos,Eusebia y Carolina,WIRELESS,82021180,41.0
SANTA FE,Castellanos,Eustolia,WIRELESS,82021190,4.0
SANTA FE,Castellanos,Frontera,FIBRA OPTICA,82021200,62.0
SANTA FE,Castellanos,Humberto Primo,ADSL,82021220,167.0
SANTA FE,Castellanos,Humberto Primo,CABLEMODEM,82021220,50.0
SANTA FE,Castellanos,Humberto Primo,FIBRA OPTICA,82021220,49.0
SANTA FE,Castellanos,Humberto Primo,WIRELESS,82021220,268.0
SANTA FE,Castellanos,Josefina,ADSL,82021230,10.0
SANTA FE,Castellanos,Josefina,CABLEMODEM,82021230,77.0
SANTA FE,Castellanos,Josefina,WIRELESS,82021230,1.0
SANTA FE,Castellanos,Lehmann,ADSL,82021240,149.0
SANTA FE,Castellanos,Lehmann,CABLEMODEM,82021240,342.0
SANTA FE,Castellanos,Lehmann,FIBRA OPTICA,82021240,152.0
SANTA FE,Castellanos,Lehmann,WIRELESS,82021240,0.0
SANTA FE,Castellanos,María Juana,ADSL,82021250,561.0
SANTA FE,Castellanos,María Juana,FIBRA OPTICA,82021250,987.0
SANTA FE,Castellanos,María Juana,WIRELESS,82021250,145.0
SANTA FE,Castellanos,Plaza Clucellas,ADSL,82021270,33.0
SANTA FE,Castellanos,Plaza Clucellas,CABLEMODEM,82021270,283.0
SANTA FE,Castellanos,Plaza Saguier,CABLEMODEM,82021280,51.0
SANTA FE,Castellanos,Presidente Roca,CABLEMODEM,82021290,137.0
SANTA FE,Castellanos,Presidente Roca,FIBRA OPTICA,82021290,1.0
SANTA FE,Castellanos,Presidente Roca,WIRELESS,82021290,5.0
SANTA FE,Castellanos,Pueblo Marini,WIRELESS,82021300,11.0
SANTA FE,Castellanos,Rafaela,ADSL,82021310,1932.0
SANTA FE,Castellanos,Rafaela,CABLEMODEM,82021310,22892.0
SANTA FE,Castellanos,Rafaela,FIBRA OPTICA,82021310,4247.0
SANTA FE,Castellanos,Rafaela,Otros,82021310,6.0
SANTA FE,Castellanos,Rafaela,SATELITAL,82021310,2.0
SANTA FE,Castellanos,Rafaela,WIRELESS,82021310,1497.0
SANTA FE,Castellanos,Ramona,ADSL,82021320,1.0
SANTA FE,Castellanos,Ramona,WIRELESS,82021320,327.0
SANTA FE,Castellanos,San Antonio,CABLEMODEM,82021330,10.0
SANTA FE,Castellanos,San Antonio,WIRELESS,82021330,59.0
SANTA FE,Castellanos,San Vicente,ADSL,82021340,770.0
SANTA FE,Castellanos,San Vicente,CABLEMODEM,82021340,1431.0
SANTA FE,Castellanos,San Vicente,WIRELESS,82021340,42.0
SANTA FE,Castellanos,Santa Clara de Saguier,ADSL,82021350,12.0
SANTA FE,Castellanos,Santa Clara de Saguier,CABLEMODEM,82021350,107.0
SANTA FE,Castellanos,Santa Clara de Saguier,WIRELESS,82021350,218.0
SANTA FE,Castellanos,Sunchales,ADSL,82021360,685.0
SANTA FE,Castellanos,Sunchales,CABLEMODEM,82021360,21.0
SANTA FE,Castellanos,Sunchales,DIAL UP,82021360,1.0
SANTA FE,Castellanos,Sunchales,FIBRA OPTICA,82021360,6852.0
SANTA FE,Castellanos,Sunchales,WIRELESS,82021360,102.0
SANTA FE,Castellanos,Susana,FIBRA OPTICA,82021370,378.0
SANTA FE,Castellanos,Susana,WIRELESS,82021370,78.0
SANTA FE,Castellanos,Tacural,ADSL,82021380,437.0
SANTA FE,Castellanos,Tacural,FIBRA OPTICA,82021380,494.0
SANTA FE,Castellanos,Tacural,WIRELESS,82021380,124.0
SANTA FE,Castellanos,Vila,ADSL,82021390,419.0
SANTA FE,Castellanos,Villa San José,CABLEMODEM,82021410,53.0
SANTA FE,Castellanos,Villa San José,WIRELESS,82021410,31.0
SANTA FE,Castellanos,Virginia,WIRELESS,82021420,7.0
SANTA FE,Castellanos,Zenón Pereyra,CABLEMODEM,82021430,53.0
SANTA FE,Constitución,Alcorta,ADSL,82028010,162.0
SANTA FE,Constitución,Alcorta,CABLEMODEM,82028010,1338.0
SANTA FE,Constitución,Alcorta,FIBRA OPTICA,82028010,477.0
SANTA FE,Constitución,Alcorta,WIRELESS,82028010,530.0
SANTA FE,Constitución,Bombal,ADSL,82028040,180.0
SANTA FE,Constitución,Bombal,CABLEMODEM,82028040,117.0
SANTA FE,Constitución,Bombal,FIBRA OPTICA,82028040,740.0
SANTA FE,Constitución,Bombal,Otros,82028040,4.0
SANTA FE,Constitución,Bombal,WIRELESS,82028040,8.0
SANTA FE,Constitución,Cepeda,FIBRA OPTICA,82028060,87.0
SANTA FE,Constitución,Empalme Villa Constitución,ADSL,82028070,231.0
SANTA FE,Constitución,General Gelly,ADSL,82028090,189.0
SANTA FE,Constitución,General Gelly,WIRELESS,82028090,4.0
SANTA FE,Constitución,Godoy,FIBRA OPTICA,82028100,152.0
SANTA FE,Constitución,Godoy,WIRELESS,82028100,141.0
SANTA FE,Constitución,Juan B. Molina,ADSL,82028110,350.0
SANTA FE,Constitución,Juan B. Molina,FIBRA OPTICA,82028110,251.0
SANTA FE,Constitución,Juan B. Molina,WIRELESS,82028110,1.0
SANTA FE,Constitución,Juncal,ADSL,82028120,256.0
SANTA FE,Constitución,Juncal,FIBRA OPTICA,82028120,1.0
SANTA FE,Constitución,Juncal,WIRELESS,82028120,37.0
SANTA FE,Constitución,La Vanguardia,FIBRA OPTICA,82028130,140.0
SANTA FE,Constitución,Máximo Paz (Est. Paz),ADSL,82028140,109.0
SANTA FE,Constitución,Máximo Paz (Est. Paz),CABLEMODEM,82028140,52.0
SANTA FE,Constitución,Máximo Paz (Est. Paz),FIBRA OPTICA,82028140,1.0
SANTA FE,Constitución,Máximo Paz (Est. Paz),WIRELESS,82028140,137.0
SANTA FE,Constitución,Pavón,ADSL,82028150,51.0
SANTA FE,Constitución,Pavón Arriba,CABLEMODEM,82028160,57.0
SANTA FE,Constitución,Pavón Arriba,FIBRA OPTICA,82028160,525.0
SANTA FE,Constitución,Pavón Arriba,WIRELESS,82028160,29.0
SANTA FE,Constitución,Peyrano,CABLEMODEM,82028170,857.0
SANTA FE,Constitución,Rueda,WIRELESS,82028180,197.0
SANTA FE,Constitución,Santa Teresa,ADSL,82028190,8.0
SANTA FE,Constitución,Santa Teresa,CABLEMODEM,82028190,56.0
SANTA FE,Constitución,Santa Teresa,FIBRA OPTICA,82028190,625.0
SANTA FE,Constitución,Santa Teresa,WIRELESS,82028190,90.0
SANTA FE,Constitución,Sargento Cabral,FIBRA OPTICA,82028200,363.0
SANTA FE,Constitución,Sargento Cabral,WIRELESS,82028200,102.0
SANTA FE,Constitución,Stephenson,FIBRA OPTICA,82028210,14.0
SANTA FE,Constitución,Villa Constitución,ADSL,82028230,980.0
SANTA FE,Constitución,Villa Constitución,CABLEMODEM,82028230,2209.0
SANTA FE,Constitución,Villa Constitución,FIBRA OPTICA,82028230,4970.0
SANTA FE,Constitución,Villa Constitución,WIRELESS,82028230,448.0
SANTA FE,Garay,Cayastá,WIRELESS,82035010,449.0
SANTA FE,Garay,Helvecia,CABLEMODEM,82035020,440.0
SANTA FE,Garay,Helvecia,WIRELESS,82035020,230.0
SANTA FE,Garay,Los Zapallos,CABLEMODEM,82035030,67.0
SANTA FE,Garay,Los Zapallos,Otros,82035030,67.0
SANTA FE,Garay,Saladero Mariano Cabal,WIRELESS,82035040,64.0
SANTA FE,Garay,Santa Rosa de Calchines,ADSL,82035050,50.0
SANTA FE,Garay,Santa Rosa de Calchines,CABLEMODEM,82035050,941.0
SANTA FE,General López,Aarón Castellanos (Est. Castellanos),WIRELESS,82042010,36.0
SANTA FE,General López,Amenábar,ADSL,82042020,120.0
SANTA FE,General López,Amenábar,WIRELESS,82042020,101.0
SANTA FE,General López,Cafferata,ADSL,82042030,246.0
SANTA FE,General López,Cafferata,FIBRA OPTICA,82042030,1.0
SANTA FE,General López,Cañada del Ucle,ADSL,82042040,214.0
SANTA FE,General López,Cañada del Ucle,FIBRA OPTICA,82042040,53.0
SANTA FE,General López,Carmen,Otros,82042050,40.0
SANTA FE,General López,Carmen,WIRELESS,82042050,101.0
SANTA FE,General López,Carreras,CABLEMODEM,82042060,1.0
SANTA FE,General López,Carreras,WIRELESS,82042060,279.0
SANTA FE,General López,Chapuy,CABLEMODEM,82042070,1.0
SANTA FE,General López,Chovet,CABLEMODEM,82042080,1.0
SANTA FE,General López,Chovet,SATELITAL,82042080,1.0
SANTA FE,General López,Christophersen,FIBRA OPTICA,82042090,15.0
SANTA FE,General López,Christophersen,WIRELESS,82042090,78.0
SANTA FE,General López,Diego de Alvear,ADSL,82042100,206.0
SANTA FE,General López,Diego de Alvear,FIBRA OPTICA,82042100,64.0
SANTA FE,General López,Diego de Alvear,WIRELESS,82042100,108.0
SANTA FE,General López,Elortondo,ADSL,82042110,416.0
SANTA FE,General López,Elortondo,CABLEMODEM,82042110,1290.0
SANTA FE,General López,Elortondo,WIRELESS,82042110,91.0
SANTA FE,General López,Firmat,ADSL,82042120,60.0
SANTA FE,General López,Firmat,CABLEMODEM,82042120,1285.0
SANTA FE,General López,Firmat,FIBRA OPTICA,82042120,3774.0
SANTA FE,General López,Firmat,WIRELESS,82042120,2.0
SANTA FE,General López,Hughes,FIBRA OPTICA,82042130,1423.0
SANTA FE,General López,Hughes,WIRELESS,82042130,6.0
SANTA FE,General López,La Chispa,WIRELESS,82042140,71.0
SANTA FE,General López,Labordeboy,ADSL,82042150,217.0
SANTA FE,General López,Maggiolo,ADSL,82042170,78.0
SANTA FE,General López,Maggiolo,Otros,82042170,1.0
SANTA FE,General López,Maggiolo,WIRELESS,82042170,50.0
SANTA FE,General López,María Teresa,ADSL,82042180,10.0
SANTA FE,General López,María Teresa,CABLEMODEM,82042180,1042.0
SANTA FE,General López,María Teresa,FIBRA OPTICA,82042180,50.0
SANTA FE,General López,María Teresa,Otros,82042180,1.0
SANTA FE,General López,María Teresa,WIRELESS,82042180,30.0
SANTA FE,General López,Melincué (Est. San Urbano),WIRELESS,82042190,203.0
SANTA FE,General López,Miguel Torres,CABLEMODEM,82042200,1.0
SANTA FE,General López,Murphy,FIBRA OPTICA,82042210,717.0
SANTA FE,General López,Rufino,ADSL,82042220,280.0
SANTA FE,General López,Rufino,CABLEMODEM,82042220,13.0
SANTA FE,General López,Rufino,FIBRA OPTICA,82042220,7318.0
SANTA FE,General López,San Eduardo,ADSL,82042230,134.0
SANTA FE,General López,San Eduardo,FIBRA OPTICA,82042230,196.0
SANTA FE,General López,San Francisco de Santa Fe,FIBRA OPTICA,82042240,45.0
SANTA FE,General López,San Francisco de Santa Fe,SATELITAL,82042240,1.0
SANTA FE,General López,San Gregorio,ADSL,82042250,43.0
SANTA FE,General López,San Gregorio,FIBRA OPTICA,82042250,1013.0
SANTA FE,General López,San Gregorio,WIRELESS,82042250,118.0
SANTA FE,General López,Sancti Spiritu,ADSL,82042260,185.0
SANTA FE,General López,Sancti Spiritu,FIBRA OPTICA,82042260,382.0
SANTA FE,General López,Sancti Spiritu,SATELITAL,82042260,1.0
SANTA FE,General López,Sancti Spiritu,WIRELESS,82042260,564.0
SANTA FE,General López,Santa Isabel,ADSL,82042270,97.0
SANTA FE,General López,Santa Isabel,FIBRA OPTICA,82042270,1336.0
SANTA FE,General López,Santa Isabel,SATELITAL,82042270,1.0
SANTA FE,General López,Teodelina,CABLEMODEM,82042280,935.0
SANTA FE,General López,Teodelina,WIRELESS,82042280,167.0
SANTA FE,General López,Venado Tuerto,ADSL,82042290,770.0
SANTA FE,General López,Venado Tuerto,CABLEMODEM,82042290,22998.0
SANTA FE,General López,Venado Tuerto,FIBRA OPTICA,82042290,1732.0
SANTA FE,General López,Venado Tuerto,Otros,82042290,380.0
SANTA FE,General López,Venado Tuerto,WIRELESS,82042290,5.0
SANTA FE,General López,Villa Cañás,ADSL,82042300,291.0
SANTA FE,General López,Villa Cañás,CABLEMODEM,82042300,1195.0
SANTA FE,General López,Villa Cañás,FIBRA OPTICA,82042300,1365.0
SANTA FE,General López,Villa Cañás,Otros,82042300,4.0
SANTA FE,General López,Villa Cañás,WIRELESS,82042300,124.0
SANTA FE,General López,Wheelwright,CABLEMODEM,82042310,1433.0
SANTA FE,General López,Wheelwright,FIBRA OPTICA,82042310,1.0
SANTA FE,General López,Wheelwright,SATELITAL,82042310,1.0
SANTA FE,General López,Wheelwright,WIRELESS,82042310,11.0
SANTA FE,General Obligado,Arroyo Ceibal,WIRELESS,82049010,108.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),ADSL,82049020,2.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),CABLEMODEM,82049020,3.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),FIBRA OPTICA,82049020,4012.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),Otros,82049020,750.0
SANTA FE,General Obligado,Avellaneda (Est. Ewald),WIRELESS,82049020,1141.0
SANTA FE,General Obligado,Berna,Otros,82049030,10.0
SANTA FE,General Obligado,Berna,WIRELESS,82049030,48.0
SANTA FE,General Obligado,El Araza,WIRELESS,82049040,126.0
SANTA FE,General Obligado,El Rabón,CABLEMODEM,82049050,65.0
SANTA FE,General Obligado,El Rabón,SATELITAL,82049050,1.0
SANTA FE,General Obligado,El Rabón,WIRELESS,82049050,116.0
SANTA FE,General Obligado,Florencia,ADSL,82049060,239.0
SANTA FE,General Obligado,Florencia,CABLEMODEM,82049060,136.0
SANTA FE,General Obligado,Florencia,SATELITAL,82049060,1.0
SANTA FE,General Obligado,Florencia,WIRELESS,82049060,184.0
SANTA FE,General Obligado,Guadalupe Norte,ADSL,82049070,70.0
SANTA FE,General Obligado,Ingeniero Chanourdie,SATELITAL,82049080,1.0
SANTA FE,General Obligado,Ingeniero Chanourdie,WIRELESS,82049080,85.0
SANTA FE,General Obligado,La Isleta,SATELITAL,82049090,1.0
SANTA FE,General Obligado,La Sarita,WIRELESS,82049100,85.0
SANTA FE,General Obligado,Lanteri,WIRELESS,82049110,300.0
SANTA FE,General Obligado,Las Garzas,ADSL,82049120,73.0
SANTA FE,General Obligado,Las Toscas,ADSL,82049130,455.0
SANTA FE,General Obligado,Las Toscas,CABLEMODEM,82049130,1045.0
SANTA FE,General Obligado,Las Toscas,FIBRA OPTICA,82049130,255.0
SANTA FE,General Obligado,Las Toscas,SATELITAL,82049130,1.0
SANTA FE,General Obligado,Las Toscas,WIRELESS,82049130,521.0
SANTA FE,General Obligado,Los Laureles,Otros,82049140,20.0
SANTA FE,General Obligado,Malabrigo,ADSL,82049150,602.0
SANTA FE,General Obligado,Malabrigo,CABLEMODEM,82049150,924.0
SANTA FE,General Obligado,Malabrigo,Otros,82049150,160.0
SANTA FE,General Obligado,Malabrigo,WIRELESS,82049150,91.0
SANTA FE,General Obligado,Paraje San Manuel,SATELITAL,82049160,1.0
SANTA FE,General Obligado,Reconquista,ADSL,82049180,393.0
SANTA FE,General Obligado,Reconquista,CABLEMODEM,82049180,13890.0
SANTA FE,General Obligado,Reconquista,DIAL UP,82049180,1.0
SANTA FE,General Obligado,Reconquista,FIBRA OPTICA,82049180,8505.0
SANTA FE,General Obligado,Reconquista,Otros,82049180,800.0
SANTA FE,General Obligado,Reconquista,SATELITAL,82049180,2.0
SANTA FE,General Obligado,Reconquista,WIRELESS,82049180,2839.0
SANTA FE,General Obligado,San Antonio de Obligado,ADSL,82049190,122.0
SANTA FE,General Obligado,San Antonio de Obligado,CABLEMODEM,82049190,132.0
SANTA FE,General Obligado,San Antonio de Obligado,SATELITAL,82049190,6.0
SANTA FE,General Obligado,San Antonio de Obligado,WIRELESS,82049190,5.0
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),ADSL,82049200,92.0
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),CABLEMODEM,82049200,115.0
SANTA FE,General Obligado,Tacuarendí (Emb. Kilómetro 421),WIRELESS,82049200,3.0
SANTA FE,General Obligado,Villa Ana,SATELITAL,82049210,1.0
SANTA FE,General Obligado,Villa Guillermina,ADSL,82049220,163.0
SANTA FE,General Obligado,Villa Guillermina,CABLEMODEM,82049220,173.0
SANTA FE,General Obligado,Villa Guillermina,SATELITAL,82049220,1.0
SANTA FE,General Obligado,Villa Guillermina,WIRELESS,82049220,123.0
SANTA FE,General Obligado,Villa Ocampo,ADSL,82049230,2009.0
SANTA FE,General Obligado,Villa Ocampo,CABLEMODEM,82049230,1807.0
SANTA FE,General Obligado,Villa Ocampo,SATELITAL,82049230,1.0
SANTA FE,Iriondo,Barrio Cicarelli,WIRELESS,82056010,9.0
SANTA FE,Iriondo,Bustinza,ADSL,82056020,287.0
SANTA FE,Iriondo,Bustinza,FIBRA OPTICA,82056020,6.0
SANTA FE,Iriondo,Bustinza,WIRELESS,82056020,90.0
SANTA FE,Iriondo,Cañada de Gómez,ADSL,82056030,1103.0
SANTA FE,Iriondo,Cañada de Gómez,CABLEMODEM,82056030,7885.0
SANTA FE,Iriondo,Cañada de Gómez,FIBRA OPTICA,82056030,342.0
SANTA FE,Iriondo,Cañada de Gómez,WIRELESS,82056030,411.0
SANTA FE,Iriondo,Carrizales (Est. Clarke),ADSL,82056040,274.0
SANTA FE,Iriondo,Carrizales (Est. Clarke),CABLEMODEM,82056040,17.0
SANTA FE,Iriondo,Carrizales (Est. Clarke),FIBRA OPTICA,82056040,1.0
SANTA FE,Iriondo,Classon,FIBRA OPTICA,82056050,147.0
SANTA FE,Iriondo,Classon,WIRELESS,82056050,21.0
SANTA FE,Iriondo,Colonia Médici,WIRELESS,82056060,12.0
SANTA FE,Iriondo,Correa,ADSL,82056070,74.0
SANTA FE,Iriondo,Correa,CABLEMODEM,82056070,991.0
SANTA FE,Iriondo,Correa,FIBRA OPTICA,82056070,722.0
SANTA FE,Iriondo,Correa,WIRELESS,82056070,35.0
SANTA FE,Iriondo,Larguía,WIRELESS,82056080,7.0
SANTA FE,Iriondo,Lucio V. López,CABLEMODEM,82056090,5.0
SANTA FE,Iriondo,Lucio V. López,WIRELESS,82056090,31.0
SANTA FE,Iriondo,Oliveros,ADSL,82056100,2000.0
SANTA FE,Iriondo,Oliveros,FIBRA OPTICA,82056100,1360.0
SANTA FE,Iriondo,Pueblo Andino,CABLEMODEM,82056110,853.0
SANTA FE,Iriondo,Pueblo Andino,WIRELESS,82056110,414.0
SANTA FE,Iriondo,Salto Grande,ADSL,82056120,493.0
SANTA FE,Iriondo,Salto Grande,WIRELESS,82056120,89.0
SANTA FE,Iriondo,Serodino,ADSL,82056130,171.0
SANTA FE,Iriondo,Serodino,FIBRA OPTICA,82056130,12.0
SANTA FE,Iriondo,Serodino,WIRELESS,82056130,112.0
SANTA FE,Iriondo,Totoras,ADSL,82056140,245.0
SANTA FE,Iriondo,Totoras,FIBRA OPTICA,82056140,920.0
SANTA FE,Iriondo,Totoras,SATELITAL,82056140,1.0
SANTA FE,Iriondo,Totoras,WIRELESS,82056140,131.0
SANTA FE,Iriondo,Villa Eloísa,ADSL,82056150,563.0
SANTA FE,Iriondo,Villa Eloísa,FIBRA OPTICA,82056150,457.0
SANTA FE,Iriondo,Villa Eloísa,Otros,82056150,8.0
SANTA FE,Iriondo,Villa Eloísa,WIRELESS,82056150,81.0
SANTA FE,Iriondo,Villa La Rivera (Oliveros),WIRELESS,82056160,37.0
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),SATELITAL,82056170,1.0
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),WIRELESS,82056170,26.0
SANTA FE,La Capital,Angel Gallardo,WIRELESS,82063010,23.0
SANTA FE,La Capital,Arroyo Aguiar,ADSL,82063020,91.0
SANTA FE,La Capital,Arroyo Aguiar,WIRELESS,82063020,38.0
SANTA FE,La Capital,Arroyo Leyes,CABLEMODEM,82063030,1115.0
SANTA FE,La Capital,Arroyo Leyes,FIBRA OPTICA,82063030,88.0
SANTA FE,La Capital,Arroyo Leyes,WIRELESS,82063030,106.0
SANTA FE,La Capital,Cabal,WIRELESS,82063040,14.0
SANTA FE,La Capital,Candioti,FIBRA OPTICA,82063060,287.0
SANTA FE,La Capital,Candioti,WIRELESS,82063060,1.0
SANTA FE,La Capital,Emilia,ADSL,82063070,91.0
SANTA FE,La Capital,Emilia,FIBRA OPTICA,82063070,166.0
SANTA FE,La Capital,Emilia,WIRELESS,82063070,2.0
SANTA FE,La Capital,Laguna Paiva,ADSL,82063080,367.0
SANTA FE,La Capital,Laguna Paiva,WIRELESS,82063080,64.0
SANTA FE,La Capital,Llambi Campbell,ADSL,82063090,111.0
SANTA FE,La Capital,Llambi Campbell,Otros,82063090,73.0
SANTA FE,La Capital,Llambi Campbell,WIRELESS,82063090,158.0
SANTA FE,La Capital,Monte Vera,ADSL,82063100,181.0
SANTA FE,La Capital,Monte Vera,SATELITAL,82063100,3.0
SANTA FE,La Capital,Nelson,ADSL,82063110,256.0
SANTA FE,La Capital,Nelson,FIBRA OPTICA,82063110,1.0
SANTA FE,La Capital,Nelson,Otros,82063110,3.0
SANTA FE,La Capital,Nelson,WIRELESS,82063110,35.0
SANTA FE,La Capital,Recreo,ADSL,82063140,775.0
SANTA FE,La Capital,Recreo,CABLEMODEM,82063140,40.0
SANTA FE,La Capital,Recreo,FIBRA OPTICA,82063140,1860.0
SANTA FE,La Capital,Recreo,WIRELESS,82063140,278.0
SANTA FE,La Capital,San José del Rincón,ADSL,82063160,749.0
SANTA FE,La Capital,San José del Rincón,CABLEMODEM,82063160,2329.0
SANTA FE,La Capital,San José del Rincón,FIBRA OPTICA,82063160,498.0
SANTA FE,La Capital,San José del Rincón,SATELITAL,82063160,1.0
SANTA FE,La Capital,Santa Fe,ADSL,82063170,8973.0
SANTA FE,La Capital,Santa Fe,CABLEMODEM,82063170,62913.0
SANTA FE,La Capital,Santa Fe,DIAL UP,82063170,31.0
SANTA FE,La Capital,Santa Fe,FIBRA OPTICA,82063170,57056.0
SANTA FE,La Capital,Santa Fe,Otros,82063170,1490.0
SANTA FE,La Capital,Santa Fe,SATELITAL,82063170,11.0
SANTA FE,La Capital,Santa Fe,WIRELESS,82063170,107.0
SANTA FE,La Capital,Santo Tomé,ADSL,82063180,13.0
SANTA FE,La Capital,Santo Tomé,CABLEMODEM,82063180,21.0
SANTA FE,La Capital,Santo Tomé,FIBRA OPTICA,82063180,1655.0
SANTA FE,La Capital,Santo Tomé,Otros,82063180,11.0
SANTA FE,La Capital,Santo Tomé,WIRELESS,82063180,669.0
SANTA FE,La Capital,Sauce Viejo,ADSL,82063190,524.0
SANTA FE,La Capital,Sauce Viejo,FIBRA OPTICA,82063190,293.0
SANTA FE,La Capital,Sauce Viejo,WIRELESS,82063190,64.0
SANTA FE,Las Colonias,Cavour,WIRELESS,82070010,3.0
SANTA FE,Las Colonias,Cululú,WIRELESS,82070020,24.0
SANTA FE,Las Colonias,Elisa,FIBRA OPTICA,82070030,252.0
SANTA FE,Las Colonias,Empalme San Carlos,WIRELESS,82070040,13.0
SANTA FE,Las Colonias,Esperanza,ADSL,82070050,830.0
SANTA FE,Las Colonias,Esperanza,CABLEMODEM,82070050,7858.0
